datetime,value,occupancy,value2,value3
2019-05-29 01:00:00+00:00,26.0,42,74,86
2019-05-29 00:00:00+00:00,26.0,62,96,56
2019-05-28 23:00:00+00:00,25.0,81,25,65
2019-05-28 21:00:00+00:00,31.0,38,79,2
2019-05-28 20:00:00+00:00,29.0,50,52,40
2019-05-28 19:00:00+00:00,29.0,89,6,72
2019-05-28 18:00:00+00:00,29.0,82,17,62
2019-05-28 17:00:00+00:00,25.0,78,65,93
2019-05-28 16:00:00+00:00,27.0,54,86,87
2019-05-28 15:00:00+00:00,30.0,40,47,0
2019-05-28 14:00:00+00:00,29.0,50,23,43
2019-05-28 13:00:00+00:00,27.0,14,89,55
2019-05-28 12:00:00+00:00,28.0,79,34,27
2019-05-28 11:00:00+00:00,21.0,49,31,33
2019-05-28 10:00:00+00:00,21.0,48,54,44
2019-05-28 09:00:00+00:00,20.0,27,60,52
2019-05-28 08:00:00+00:00,20.0,57,59,9
2019-05-28 07:00:00+00:00,20.0,75,62,67
2019-05-28 06:00:00+00:00,19.0,81,24,32
2019-05-28 05:00:00+00:00,15.0,27,19,33
2019-05-28 04:00:00+00:00,15.0,33,77,74
2019-05-28 03:00:00+00:00,16.0,47,26,84
2019-05-28 02:00:00+00:00,16.0,20,80,18
2019-05-28 01:00:00+00:00,16.0,96,31,25
2019-05-28 00:00:00+00:00,16.0,24,99,44
2019-05-27 23:00:00+00:00,19.0,16,8,68
2019-05-27 22:00:00+00:00,19.0,42,32,61
2019-05-27 21:00:00+00:00,20.0,9,89,57
2019-05-27 20:00:00+00:00,23.0,56,0,78
2019-05-27 19:00:00+00:00,22.0,44,54,58
2019-05-27 18:00:00+00:00,22.0,57,84,8
2019-05-27 17:00:00+00:00,22.0,26,70,8
2019-05-27 16:00:00+00:00,22.0,49,41,12
2019-05-27 15:00:00+00:00,22.0,13,61,21
2019-05-27 14:00:00+00:00,20.0,29,50,12
2019-05-27 13:00:00+00:00,20.0,86,8,73
2019-05-27 12:00:00+00:00,17.0,92,38,14
2019-05-27 11:00:00+00:00,17.0,50,68,92
2019-05-27 10:00:00+00:00,16.0,91,37,14
2019-05-27 09:00:00+00:00,18.0,39,72,56
2019-05-27 08:00:00+00:00,18.0,72,10,99
2019-05-27 07:00:00+00:00,18.0,88,94,16
2019-05-27 06:00:00+00:00,18.0,51,51,65
2019-05-27 05:00:00+00:00,19.0,23,1,24
2019-05-27 04:00:00+00:00,19.0,98,34,27
2019-05-27 03:00:00+00:00,24.0,97,29,10
2019-05-27 02:00:00+00:00,24.0,4,32,42
2019-05-27 01:00:00+00:00,26.0,99,7,21
2019-05-27 00:00:00+00:00,26.0,84,32,7
2019-05-26 23:00:00+00:00,26.0,47,81,56
2019-05-26 22:00:00+00:00,26.0,70,63,37
2019-05-26 21:00:00+00:00,27.0,76,93,40
2019-05-26 20:00:00+00:00,25.0,5,69,59
2019-05-26 19:00:00+00:00,26.0,61,86,21
2019-05-26 18:00:00+00:00,28.0,62,49,22
2019-05-26 17:00:00+00:00,26.0,92,6,60
2019-05-26 16:00:00+00:00,27.0,94,76,2
2019-05-26 15:00:00+00:00,26.0,71,51,27
2019-05-26 14:00:00+00:00,25.0,30,82,54
2019-05-26 13:00:00+00:00,24.0,56,12,30
2019-05-26 12:00:00+00:00,21.0,60,9,95
2019-05-26 11:00:00+00:00,17.0,89,26,89
2019-05-26 10:00:00+00:00,16.0,89,45,2
2019-05-26 09:00:00+00:00,15.0,71,95,62
2019-05-26 08:00:00+00:00,15.0,68,77,20
2019-05-26 07:00:00+00:00,17.0,99,28,76
2019-05-26 06:00:00+00:00,17.0,9,93,68
2019-05-26 05:00:00+00:00,20.0,77,98,70
2019-05-26 04:00:00+00:00,20.0,62,10,88
2019-05-26 03:00:00+00:00,26.0,57,78,62
2019-05-26 02:00:00+00:00,26.0,50,99,70
2019-05-26 01:00:00+00:00,32.0,41,23,44
2019-05-26 00:00:00+00:00,32.0,33,35,56
2019-05-25 23:00:00+00:00,36.0,12,86,50
2019-05-25 22:00:00+00:00,36.0,2,2,89
2019-05-25 21:00:00+00:00,41.0,37,0,56
2019-05-25 20:00:00+00:00,44.0,89,85,33
2019-05-25 19:00:00+00:00,47.0,83,69,80
2019-05-25 18:00:00+00:00,47.0,88,16,84
2019-05-25 17:00:00+00:00,46.0,34,22,62
2019-05-25 16:00:00+00:00,42.0,81,78,14
2019-05-25 15:00:00+00:00,37.0,89,35,63
2019-05-25 14:00:00+00:00,31.0,14,12,95
2019-05-25 13:00:00+00:00,26.0,53,24,94
2019-05-25 12:00:00+00:00,24.0,97,51,93
2019-05-25 11:00:00+00:00,23.0,95,7,19
2019-05-25 10:00:00+00:00,21.0,35,66,15
2019-05-25 09:00:00+00:00,23.0,85,43,32
2019-05-25 08:00:00+00:00,23.0,24,44,10
2019-05-25 07:00:00+00:00,22.0,34,60,25
2019-05-25 06:00:00+00:00,22.0,87,39,54
2019-05-25 05:00:00+00:00,21.0,51,16,53
2019-05-25 04:00:00+00:00,21.0,70,9,7
2019-05-25 03:00:00+00:00,25.0,60,71,43
2019-05-25 02:00:00+00:00,25.0,47,94,50
2019-05-25 01:00:00+00:00,32.0,53,55,78
2019-05-25 00:00:00+00:00,32.0,63,33,87
2019-05-24 23:00:00+00:00,39.0,92,41,64
2019-05-24 22:00:00+00:00,39.0,86,98,81
2019-05-24 21:00:00+00:00,38.0,48,57,13
2019-05-24 20:00:00+00:00,42.0,20,38,85
2019-05-24 19:00:00+00:00,44.0,62,2,2
2019-05-24 18:00:00+00:00,46.0,22,99,43
2019-05-24 17:00:00+00:00,46.0,13,26,97
2019-05-24 16:00:00+00:00,43.0,32,25,86
2019-05-24 15:00:00+00:00,40.0,71,5,38
2019-05-24 14:00:00+00:00,39.0,51,56,22
2019-05-24 13:00:00+00:00,33.0,46,76,40
2019-05-24 12:00:00+00:00,29.0,51,51,71
2019-05-24 11:00:00+00:00,26.0,46,90,14
2019-05-24 10:00:00+00:00,23.0,16,18,70
2019-05-24 09:00:00+00:00,24.0,96,82,67
2019-05-24 08:00:00+00:00,26.0,29,30,40
2019-05-24 07:00:00+00:00,28.0,0,9,92
2019-05-24 06:00:00+00:00,29.0,13,29,85
2019-05-24 05:00:00+00:00,23.0,92,91,46
2019-05-24 04:00:00+00:00,23.0,52,56,80
2019-05-24 03:00:00+00:00,31.0,59,52,78
2019-05-24 02:00:00+00:00,31.0,68,25,30
2019-05-24 00:00:00+00:00,31.0,62,24,57
2019-05-23 23:00:00+00:00,39.0,42,7,1
2019-05-23 22:00:00+00:00,39.0,94,89,96
2019-05-23 21:00:00+00:00,44.0,68,76,90
2019-05-23 20:00:00+00:00,45.0,52,58,57
2019-05-23 19:00:00+00:00,51.0,55,3,94
2019-05-23 18:00:00+00:00,54.0,15,12,90
2019-05-23 17:00:00+00:00,60.0,8,59,66
2019-05-23 16:00:00+00:00,53.0,63,28,72
2019-05-23 15:00:00+00:00,38.0,30,73,90
2019-05-23 14:00:00+00:00,34.0,3,29,34
2019-05-23 13:00:00+00:00,28.0,52,88,75
2019-05-23 12:00:00+00:00,25.0,46,17,89
2019-05-23 11:00:00+00:00,24.0,86,23,7
2019-05-23 10:00:00+00:00,25.0,61,93,28
2019-05-23 09:00:00+00:00,23.0,72,46,85
2019-05-23 08:00:00+00:00,25.0,22,86,90
2019-05-23 07:00:00+00:00,26.0,43,51,18
2019-05-23 06:00:00+00:00,24.0,75,21,24
2019-05-23 05:00:00+00:00,19.0,45,47,2
2019-05-23 04:00:00+00:00,19.0,16,61,29
2019-05-23 03:00:00+00:00,20.0,92,46,39
2019-05-23 02:00:00+00:00,20.0,97,80,96
2019-05-23 01:00:00+00:00,23.0,92,77,99
2019-05-23 00:00:00+00:00,23.0,72,21,96
2019-05-22 23:00:00+00:00,32.0,87,93,22
2019-05-22 22:00:00+00:00,32.0,32,1,41
2019-05-22 21:00:00+00:00,31.0,86,83,22
2019-05-22 20:00:00+00:00,33.0,75,46,80
2019-05-22 19:00:00+00:00,33.0,4,64,98
2019-05-22 18:00:00+00:00,34.0,24,60,90
2019-05-22 17:00:00+00:00,34.0,5,87,85
2019-05-22 16:00:00+00:00,32.0,70,3,51
2019-05-22 15:00:00+00:00,30.0,27,12,14
2019-05-22 14:00:00+00:00,28.0,44,84,61
2019-05-22 13:00:00+00:00,25.0,34,22,59
2019-05-22 12:00:00+00:00,25.0,34,55,9
2019-05-22 11:00:00+00:00,28.0,30,1,63
2019-05-22 10:00:00+00:00,31.0,46,8,68
2019-05-22 09:00:00+00:00,31.0,96,76,51
2019-05-22 08:00:00+00:00,31.0,25,46,95
2019-05-22 07:00:00+00:00,29.0,86,92,29
2019-05-22 06:00:00+00:00,28.0,44,50,25
2019-05-22 05:00:00+00:00,21.0,9,68,90
2019-05-22 04:00:00+00:00,21.0,99,29,3
2019-05-22 03:00:00+00:00,27.0,51,0,93
2019-05-22 02:00:00+00:00,27.0,63,95,45
2019-05-22 01:00:00+00:00,30.0,6,95,96
2019-05-22 00:00:00+00:00,30.0,47,40,50
2019-05-21 23:00:00+00:00,33.0,42,63,94
2019-05-21 22:00:00+00:00,33.0,19,53,18
2019-05-21 21:00:00+00:00,33.0,96,27,60
2019-05-21 20:00:00+00:00,38.0,0,45,41
2019-05-21 19:00:00+00:00,40.0,6,27,9
2019-05-21 18:00:00+00:00,35.0,41,54,26
2019-05-21 17:00:00+00:00,37.0,28,4,18
2019-05-21 16:00:00+00:00,34.0,41,93,19
2019-05-21 15:00:00+00:00,34.0,59,62,19
2019-05-21 14:00:00+00:00,33.0,60,26,35
2019-05-21 13:00:00+00:00,28.0,62,47,61
2019-05-21 12:00:00+00:00,26.0,50,62,8
2019-05-21 11:00:00+00:00,26.0,25,83,60
2019-05-21 10:00:00+00:00,29.0,50,73,40
2019-05-21 09:00:00+00:00,29.0,74,33,9
2019-05-21 08:00:00+00:00,28.0,58,35,73
2019-05-21 07:00:00+00:00,27.0,46,33,87
2019-05-21 06:00:00+00:00,30.0,30,60,27
2019-05-21 05:00:00+00:00,23.0,86,15,26
2019-05-21 04:00:00+00:00,23.0,7,73,88
2019-05-21 03:00:00+00:00,26.0,65,8,81
2019-05-21 02:00:00+00:00,26.0,43,84,84
2019-05-21 01:00:00+00:00,35.0,25,16,92
2019-05-21 00:00:00+00:00,35.0,81,46,85
2019-05-20 23:00:00+00:00,47.0,4,27,80
2019-05-20 22:00:00+00:00,47.0,6,46,54
2019-05-20 21:00:00+00:00,34.0,14,52,34
2019-05-20 20:00:00+00:00,32.0,15,23,14
2019-05-20 19:00:00+00:00,32.0,44,59,56
2019-05-20 18:00:00+00:00,33.0,90,14,41
2019-05-20 17:00:00+00:00,30.0,2,40,55
2019-05-20 16:00:00+00:00,29.0,36,26,72
2019-05-20 15:00:00+00:00,32.0,88,18,38
2019-05-20 14:00:00+00:00,32.0,22,52,75
2019-05-20 13:00:00+00:00,29.0,19,56,15
2019-05-20 12:00:00+00:00,28.0,7,57,22
2019-05-20 11:00:00+00:00,28.0,66,94,4
2019-05-20 10:00:00+00:00,28.0,8,8,7
2019-05-20 09:00:00+00:00,29.0,27,34,49
2019-05-20 08:00:00+00:00,29.0,89,57,22
2019-05-20 07:00:00+00:00,31.0,99,21,81
2019-05-20 06:00:00+00:00,31.0,65,84,37
2019-05-20 05:00:00+00:00,26.0,20,30,6
2019-05-20 04:00:00+00:00,26.0,5,62,80
2019-05-20 03:00:00+00:00,32.0,17,20,47
2019-05-20 02:00:00+00:00,32.0,3,51,62
2019-05-20 01:00:00+00:00,28.0,25,85,98
2019-05-20 00:00:00+00:00,28.0,5,96,40
2019-05-19 23:00:00+00:00,32.0,71,48,7
2019-05-19 22:00:00+00:00,32.0,99,56,30
2019-05-19 21:00:00+00:00,32.0,51,77,70
2019-05-19 20:00:00+00:00,32.0,56,87,68
2019-05-19 19:00:00+00:00,30.0,48,52,76
2019-05-19 18:00:00+00:00,29.0,58,53,81
2019-05-19 17:00:00+00:00,27.0,13,73,68
2019-05-19 16:00:00+00:00,28.0,97,27,81
2019-05-19 15:00:00+00:00,29.0,29,11,39
2019-05-19 14:00:00+00:00,31.0,71,26,34
2019-05-19 13:00:00+00:00,27.0,22,23,88
2019-05-19 12:00:00+00:00,25.0,57,16,9
2019-05-19 11:00:00+00:00,28.0,79,39,96
2019-05-19 10:00:00+00:00,27.0,92,36,23
2019-05-19 09:00:00+00:00,30.0,22,46,94
2019-05-19 08:00:00+00:00,33.0,32,33,65
2019-05-19 07:00:00+00:00,36.0,26,60,62
2019-05-19 06:00:00+00:00,38.0,17,99,78
2019-05-19 05:00:00+00:00,49.0,39,58,30
2019-05-19 04:00:00+00:00,49.0,13,3,31
2019-05-19 03:00:00+00:00,49.0,51,73,54
2019-05-19 02:00:00+00:00,49.0,92,62,9
2019-05-19 01:00:00+00:00,49.0,52,54,40
2019-05-19 00:00:00+00:00,49.0,50,99,79
2019-05-18 23:00:00+00:00,46.0,62,18,46
2019-05-18 22:00:00+00:00,46.0,38,24,35
2019-05-18 21:00:00+00:00,41.0,71,79,91
2019-05-18 20:00:00+00:00,35.0,97,17,44
2019-05-18 19:00:00+00:00,36.0,0,10,69
2019-05-18 18:00:00+00:00,42.0,94,90,64
2019-05-18 17:00:00+00:00,42.0,71,46,31
2019-05-18 16:00:00+00:00,30.0,3,15,72
2019-05-18 15:00:00+00:00,28.0,65,36,72
2019-05-18 14:00:00+00:00,27.0,12,9,58
2019-05-18 13:00:00+00:00,29.0,7,83,40
2019-05-18 12:00:00+00:00,38.0,94,87,22
2019-05-18 11:00:00+00:00,34.0,0,96,55
2019-05-18 10:00:00+00:00,35.0,77,84,2
2019-05-18 09:00:00+00:00,32.0,27,20,35
2019-05-18 08:00:00+00:00,35.0,75,77,68
2019-05-18 07:00:00+00:00,29.0,46,63,96
2019-05-18 06:00:00+00:00,27.0,60,97,8
2019-05-18 05:00:00+00:00,29.0,18,56,95
2019-05-18 04:00:00+00:00,29.0,19,14,15
2019-05-18 03:00:00+00:00,31.0,25,58,9
2019-05-18 02:00:00+00:00,31.0,96,86,71
2019-05-18 01:00:00+00:00,31.0,27,0,3
2019-05-18 00:00:00+00:00,31.0,79,50,97
2019-05-17 23:00:00+00:00,35.0,26,57,21
2019-05-17 22:00:00+00:00,35.0,73,69,86
2019-05-17 21:00:00+00:00,36.0,40,51,11
2019-05-17 20:00:00+00:00,36.0,27,84,54
2019-05-17 19:00:00+00:00,36.0,81,67,42
2019-05-17 18:00:00+00:00,31.0,70,43,23
2019-05-17 17:00:00+00:00,29.0,69,89,43
2019-05-17 16:00:00+00:00,30.0,20,7,19
2019-05-17 15:00:00+00:00,32.0,91,24,37
2019-05-17 14:00:00+00:00,31.0,39,33,1
2019-05-17 13:00:00+00:00,29.0,2,4,23
2019-05-17 12:00:00+00:00,30.0,50,82,97
2019-05-17 11:00:00+00:00,30.0,58,88,49
2019-05-17 10:00:00+00:00,30.0,39,26,9
2019-05-17 09:00:00+00:00,29.0,27,43,43
2019-05-17 08:00:00+00:00,27.0,17,20,30
2019-05-17 07:00:00+00:00,27.0,79,13,62
2019-05-17 06:00:00+00:00,25.0,3,56,95
2019-05-17 05:00:00+00:00,21.0,11,53,97
2019-05-17 04:00:00+00:00,21.0,66,34,87
2019-05-17 03:00:00+00:00,21.0,61,46,40
2019-05-17 02:00:00+00:00,21.0,28,89,75
2019-05-17 01:00:00+00:00,23.0,75,91,67
2019-05-17 00:00:00+00:00,23.0,6,72,21
2019-05-16 23:00:00+00:00,25.0,78,88,79
2019-05-16 22:00:00+00:00,25.0,55,28,62
2019-05-16 21:00:00+00:00,25.0,22,62,46
2019-05-16 20:00:00+00:00,26.0,42,53,28
2019-05-16 19:00:00+00:00,27.0,42,82,41
2019-05-16 18:00:00+00:00,25.0,37,64,4
2019-05-16 17:00:00+00:00,30.0,76,99,31
2019-05-16 16:00:00+00:00,29.0,55,32,38
2019-05-16 15:00:00+00:00,26.0,32,72,25
2019-05-16 14:00:00+00:00,27.0,72,83,12
2019-05-16 13:00:00+00:00,27.0,60,82,31
2019-05-16 12:00:00+00:00,30.0,39,76,53
2019-05-16 11:00:00+00:00,33.0,34,66,59
2019-05-16 10:00:00+00:00,31.0,89,59,1
2019-05-16 09:00:00+00:00,32.0,46,71,32
2019-05-16 08:00:00+00:00,33.0,18,59,70
2019-05-16 07:00:00+00:00,34.0,32,66,32
2019-05-16 06:00:00+00:00,33.0,29,83,24
2019-05-16 05:00:00+00:00,26.0,18,27,35
2019-05-16 04:00:00+00:00,26.0,92,37,78
2019-05-16 03:00:00+00:00,28.0,5,22,34
2019-05-16 02:00:00+00:00,28.0,90,6,56
2019-05-16 01:00:00+00:00,33.0,99,42,5
2019-05-16 00:00:00+00:00,33.0,18,49,42
2019-05-15 23:00:00+00:00,33.0,66,62,47
2019-05-15 22:00:00+00:00,33.0,19,61,40
2019-05-15 21:00:00+00:00,32.0,4,0,41
2019-05-15 20:00:00+00:00,31.0,97,70,33
2019-05-15 19:00:00+00:00,33.0,85,48,51
2019-05-15 18:00:00+00:00,35.0,1,30,98
2019-05-15 17:00:00+00:00,33.0,0,90,81
2019-05-15 16:00:00+00:00,38.0,15,74,94
2019-05-15 15:00:00+00:00,38.0,34,85,62
2019-05-15 14:00:00+00:00,30.0,41,70,37
2019-05-15 13:00:00+00:00,31.0,70,71,37
2019-05-15 12:00:00+00:00,30.0,18,22,25
2019-05-15 11:00:00+00:00,35.0,94,90,7
2019-05-15 10:00:00+00:00,36.0,0,14,33
2019-05-15 09:00:00+00:00,35.0,76,25,33
2019-05-15 08:00:00+00:00,34.0,19,20,27
2019-05-15 07:00:00+00:00,33.0,3,29,24
2019-05-15 06:00:00+00:00,33.0,72,80,71
2019-05-15 05:00:00+00:00,25.0,54,74,5
2019-05-15 04:00:00+00:00,25.0,86,22,47
2019-05-15 03:00:00+00:00,22.0,20,8,82
2019-05-15 02:00:00+00:00,22.0,1,47,98
2019-05-15 00:00:00+00:00,22.0,96,82,20
2019-05-14 23:00:00+00:00,26.0,41,8,60
2019-05-14 22:00:00+00:00,26.0,32,27,24
2019-05-14 21:00:00+00:00,25.0,0,3,99
2019-05-14 20:00:00+00:00,27.0,66,7,71
2019-05-14 19:00:00+00:00,28.0,8,36,29
2019-05-14 18:00:00+00:00,30.0,87,25,58
2019-05-14 17:00:00+00:00,33.0,65,25,95
2019-05-14 16:00:00+00:00,32.0,11,95,42
2019-05-14 15:00:00+00:00,29.0,67,19,2
2019-05-14 14:00:00+00:00,25.0,31,70,19
2019-05-14 13:00:00+00:00,25.0,94,15,90
2019-05-14 12:00:00+00:00,25.0,61,72,21
2019-05-14 11:00:00+00:00,27.0,9,31,32
2019-05-14 10:00:00+00:00,31.0,82,89,84
2019-05-14 09:00:00+00:00,30.0,15,93,76
2019-05-14 08:00:00+00:00,33.0,32,11,66
2019-05-14 07:00:00+00:00,34.0,20,93,59
2019-05-14 06:00:00+00:00,33.0,61,26,24
2019-05-14 05:00:00+00:00,30.0,77,94,67
2019-05-14 04:00:00+00:00,30.0,61,24,44
2019-05-14 03:00:00+00:00,26.0,88,18,56
2019-05-14 02:00:00+00:00,26.0,76,89,31
2019-05-14 01:00:00+00:00,23.0,88,1,50
2019-05-14 00:00:00+00:00,23.0,89,43,41
2019-05-13 23:00:00+00:00,31.0,1,38,73
2019-05-13 22:00:00+00:00,31.0,83,4,40
2019-05-13 21:00:00+00:00,31.0,83,79,7
2019-05-13 20:00:00+00:00,31.0,69,85,54
2019-05-13 19:00:00+00:00,31.0,16,78,81
2019-05-13 18:00:00+00:00,30.0,6,57,78
2019-05-13 17:00:00+00:00,30.0,17,90,95
2019-05-13 16:00:00+00:00,29.0,63,67,90
2019-05-13 15:00:00+00:00,28.0,45,43,16
2019-05-13 14:00:00+00:00,26.0,26,11,42
2019-05-13 13:00:00+00:00,25.0,71,65,59
2019-05-13 12:00:00+00:00,24.0,17,90,52
2019-05-13 11:00:00+00:00,26.0,56,50,80
2019-05-13 10:00:00+00:00,27.0,5,95,76
2019-05-13 09:00:00+00:00,29.0,14,48,60
2019-05-13 08:00:00+00:00,31.0,20,21,89
2019-05-13 07:00:00+00:00,39.0,26,2,77
2019-05-13 06:00:00+00:00,39.0,39,68,31
2019-05-13 05:00:00+00:00,33.0,12,59,42
2019-05-13 04:00:00+00:00,33.0,3,37,92
2019-05-13 03:00:00+00:00,24.0,91,70,91
2019-05-13 02:00:00+00:00,24.0,92,95,39
2019-05-13 01:00:00+00:00,22.0,31,44,18
2019-05-13 00:00:00+00:00,22.0,46,86,86
2019-05-12 23:00:00+00:00,22.0,75,4,43
2019-05-12 22:00:00+00:00,22.0,40,42,31
2019-05-12 21:00:00+00:00,21.0,34,23,28
2019-05-12 20:00:00+00:00,22.0,95,15,12
2019-05-12 19:00:00+00:00,22.0,8,57,94
2019-05-12 18:00:00+00:00,22.0,33,29,55
2019-05-12 17:00:00+00:00,24.0,4,59,83
2019-05-12 16:00:00+00:00,23.0,62,46,35
2019-05-12 15:00:00+00:00,22.0,43,5,10
2019-05-12 14:00:00+00:00,21.0,40,46,0
2019-05-12 13:00:00+00:00,19.0,24,6,84
2019-05-12 12:00:00+00:00,20.0,18,19,70
2019-05-12 11:00:00+00:00,21.0,52,94,86
2019-05-12 10:00:00+00:00,26.0,47,54,55
2019-05-12 09:00:00+00:00,26.0,71,46,47
2019-05-12 08:00:00+00:00,32.0,12,52,26
2019-05-12 07:00:00+00:00,44.0,85,34,84
2019-05-12 06:00:00+00:00,38.0,64,60,89
2019-05-12 05:00:00+00:00,36.0,81,8,72
2019-05-12 04:00:00+00:00,36.0,92,98,19
2019-05-12 03:00:00+00:00,38.0,66,42,70
2019-05-12 02:00:00+00:00,38.0,76,34,65
2019-05-12 01:00:00+00:00,35.0,68,83,52
2019-05-12 00:00:00+00:00,35.0,16,72,80
2019-05-11 23:00:00+00:00,37.0,65,75,75
2019-05-11 22:00:00+00:00,37.0,14,79,86
2019-05-11 21:00:00+00:00,34.0,19,51,94
2019-05-11 20:00:00+00:00,33.0,84,65,46
2019-05-11 19:00:00+00:00,33.0,36,75,39
2019-05-11 18:00:00+00:00,31.0,92,15,38
2019-05-11 17:00:00+00:00,28.0,18,82,14
2019-05-11 16:00:00+00:00,26.0,99,86,59
2019-05-11 15:00:00+00:00,28.0,49,11,98
2019-05-11 09:00:00+00:00,30.0,4,74,72
2019-05-11 08:00:00+00:00,27.0,49,3,43
2019-05-11 07:00:00+00:00,30.0,1,43,36
2019-05-11 06:00:00+00:00,30.0,58,3,92
2019-05-11 05:00:00+00:00,35.0,76,95,75
2019-05-11 04:00:00+00:00,35.0,23,66,10
2019-05-11 03:00:00+00:00,32.0,3,56,63
2019-05-11 02:00:00+00:00,32.0,50,76,91
2019-05-11 01:00:00+00:00,27.0,85,63,85
2019-05-11 00:00:00+00:00,27.0,61,27,14
2019-05-10 23:00:00+00:00,31.0,8,92,62
2019-05-10 22:00:00+00:00,31.0,69,52,12
2019-05-10 21:00:00+00:00,29.0,62,51,10
2019-05-10 20:00:00+00:00,29.0,35,99,74
2019-05-10 19:00:00+00:00,29.0,70,23,67
2019-05-10 18:00:00+00:00,26.0,96,17,89
2019-05-10 17:00:00+00:00,26.0,26,56,80
2019-05-10 16:00:00+00:00,24.0,4,60,72
2019-05-10 15:00:00+00:00,25.0,4,72,34
2019-05-10 14:00:00+00:00,25.0,60,25,20
2019-05-10 13:00:00+00:00,26.0,49,89,10
2019-05-10 12:00:00+00:00,28.0,61,57,40
2019-05-10 11:00:00+00:00,29.0,90,61,49
2019-05-10 10:00:00+00:00,31.0,48,14,36
2019-05-10 09:00:00+00:00,34.0,67,93,49
2019-05-10 08:00:00+00:00,39.0,49,99,92
2019-05-10 07:00:00+00:00,36.0,97,59,61
2019-05-10 06:00:00+00:00,39.0,75,39,80
2019-05-10 05:00:00+00:00,40.0,34,79,19
2019-05-10 04:00:00+00:00,40.0,17,43,42
2019-05-10 03:00:00+00:00,41.0,77,50,89
2019-05-10 02:00:00+00:00,41.0,84,18,7
2019-05-10 01:00:00+00:00,52.0,46,68,51
2019-05-10 00:00:00+00:00,52.0,39,21,13
2019-05-09 23:00:00+00:00,59.0,6,33,8
2019-05-09 22:00:00+00:00,59.0,90,54,40
2019-05-09 21:00:00+00:00,65.0,67,36,43
2019-05-09 20:00:00+00:00,59.0,5,99,83
2019-05-09 19:00:00+00:00,62.0,70,4,90
2019-05-09 18:00:00+00:00,58.0,77,23,24
2019-05-09 17:00:00+00:00,60.0,79,71,28
2019-05-09 16:00:00+00:00,67.0,61,54,37
2019-05-09 15:00:00+00:00,97.0,95,86,1
2019-05-09 14:00:00+00:00,34.0,95,14,75
2019-05-09 13:00:00+00:00,27.0,24,45,33
2019-05-09 12:00:00+00:00,30.0,8,60,16
2019-05-09 11:00:00+00:00,27.0,44,51,65
2019-05-09 10:00:00+00:00,28.0,49,35,82
2019-05-09 09:00:00+00:00,36.0,90,95,34
2019-05-09 08:00:00+00:00,35.0,66,22,9
2019-05-09 07:00:00+00:00,33.0,36,93,50
2019-05-09 06:00:00+00:00,33.0,31,95,32
2019-05-09 05:00:00+00:00,33.0,72,19,49
2019-05-09 04:00:00+00:00,33.0,33,9,65
2019-05-09 03:00:00+00:00,31.0,31,65,1
2019-05-09 02:00:00+00:00,31.0,6,89,76
2019-05-09 00:00:00+00:00,30.0,56,3,76
2019-05-08 23:00:00+00:00,25.0,51,63,2
2019-05-08 21:00:00+00:00,26.0,76,32,14
2019-05-08 20:00:00+00:00,29.0,92,4,5
2019-05-08 19:00:00+00:00,25.0,36,49,65
2019-05-08 18:00:00+00:00,40.0,71,45,63
2019-05-08 17:00:00+00:00,31.0,77,74,75
2019-05-08 16:00:00+00:00,28.0,4,15,76
2019-05-08 15:00:00+00:00,27.0,78,83,95
2019-05-08 14:00:00+00:00,24.0,55,39,22
2019-05-08 13:00:00+00:00,26.0,50,23,84
2019-05-08 12:00:00+00:00,26.0,86,17,45
2019-05-08 11:00:00+00:00,27.0,31,21,51
2019-05-08 10:00:00+00:00,28.0,31,75,46
2019-05-08 09:00:00+00:00,33.0,98,16,67
2019-05-08 08:00:00+00:00,36.0,73,20,36
2019-05-08 07:00:00+00:00,34.0,83,78,26
2019-05-08 06:00:00+00:00,29.0,50,16,9
2019-05-08 05:00:00+00:00,19.0,90,83,33
2019-05-08 04:00:00+00:00,19.0,55,41,10
2019-05-08 03:00:00+00:00,20.0,33,66,76
2019-05-08 02:00:00+00:00,20.0,77,26,14
2019-05-08 01:00:00+00:00,19.0,95,75,39
2019-05-08 00:00:00+00:00,19.0,6,39,9
2019-05-07 23:00:00+00:00,24.0,60,18,76
2019-05-07 21:00:00+00:00,24.0,47,45,55
2019-05-07 20:00:00+00:00,24.0,79,93,51
2019-05-07 19:00:00+00:00,20.0,49,65,44
2019-05-07 18:00:00+00:00,20.0,68,88,49
2019-05-07 17:00:00+00:00,21.0,57,2,82
2019-05-07 16:00:00+00:00,20.0,34,97,37
2019-05-07 15:00:00+00:00,20.0,43,64,78
2019-05-07 14:00:00+00:00,18.0,49,84,59
2019-05-07 13:00:00+00:00,20.0,20,72,66
2019-05-07 12:00:00+00:00,18.0,43,31,75
2019-05-07 11:00:00+00:00,21.0,23,47,14
2019-05-07 10:00:00+00:00,21.0,36,65,22
2019-05-07 09:00:00+00:00,28.0,77,9,32
2019-05-07 08:00:00+00:00,32.0,66,23,73
2019-05-07 07:00:00+00:00,32.0,54,1,72
2019-05-07 06:00:00+00:00,26.0,77,29,16
2019-05-07 04:00:00+00:00,16.0,75,4,44
2019-05-07 03:00:00+00:00,19.0,24,6,1
2019-05-07 02:00:00+00:00,19.0,29,65,50
2019-05-07 01:00:00+00:00,23.0,7,56,47
